Surah,Ayah,Tags,Category,Emotion,Context
16,115,"Law, Mercy, Forgiveness, Guidance",Law (Ahkam),"Fear, Comfort, Gratitude",Law-giving context
16,116,"Honesty, Tawheed, Misguidance, Disbelief, Justice",Ethics & Morality (Akhlaq),Fear,Moral teaching context
16,117,"Punishment, Reward, Disbelief, Hell, Misguidance",Eschatology (Akhirah),Fear,Eschological context
16,118,"Justice, Lessons from history, Prophets, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
16,119,"Forgiveness, Mercy, Repentance, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
16,120,"Tawheed, Prophethood, Prophets, Faith, Guidance, Patience, Gratitude",Faith (Aqeedah),Gratitude,Spiritual reminder
16,121,"Gratitude, Prophethood, Guidance, Tawheed",Faith (Aqeedah),Gratitude,Spiritual reminder
16,122,"Prophets, Reward, Heaven, Gratitude, Faith",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
16,123,"Tawheed, Prophethood, Revelation, Guidance, Prophets",Faith (Aqeedah),Determination,Worship guidance
16,124,"Justice, Accountability, Resurrection, Prophets, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
16,125,"Prophethood, Guidance, Wisdom, Kindness, Patience, Knowledge, Dua",Ethics & Morality (Akhlaq),Determination,Moral teaching context
16,126,"Patience, Forgiveness, Justice, Mercy",Ethics & Morality (Akhlaq),Patience,Moral teaching context
16,127,"Patience, Dua, Guidance, Mercy, Prophethood","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Patience,Spiritual reminder
16,128,"Tawheed, Faith, Guidance, Mercy, Hope, Kindness, Patience",Faith (Aqeedah),Hope,Spiritual reminder
17,1,"Prophethood, Divine Attributes & Signs, Revelation, Power, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
17,2,"Tawheed, Prophethood, Revelation, Guidance, Prophets, Lessons from history",Faith (Aqeedah),Awe,Historical story
17,3,"Prophethood, Gratitude, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
17,4,"Lessons from history, Prophets, Nations, Punishment, Disbelief, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
17,5,"Punishment, Lessons from history, Nations, Power, Accountability",History & Stories (Qasas al-Anbiya),Fear,Historical story
17,6,"Lessons from history, Power, Mercy, Reward, Nations",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
17,7,"Reward, Punishment, Accountability, Lessons from history, Guidance, Misguidance, Faith, Disbelief",Eschatology (Akhirah),Fear,Historical story
17,8,"Mercy, Punishment, Hope, Disbelief, Hell, Forgiveness",Eschatology (Akhirah),Hope,Spiritual reminder
17,9,"Revelation, Guidance, Faith, Reward, Heaven",Faith (Aqeedah),Hope,Spiritual reminder
17,10,"Disbelief, Punishment, Hell, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschatological context
17,11,"Dua, Patience, Gratitude, Misguidance",Ethics & Morality (Akhlaq),Repentance,Spiritual reminder
17,12,"Tawheed, Guidance, Knowledge, Mercy, Revelation",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,13,"Accountability, Resurrection, Heaven, Hell, Reward, Punishment, Knowledge, Power",Eschatology (Akhirah),Fear,Eschological context
17,14,"Accountability, Resurrection, Heaven, Hell, Revelation, Knowledge",Eschatology (Akhirah),Fear,Eschological context
17,15,"Guidance, Misguidance, Accountability, Prophethood, Justice",Faith (Aqeedah),Awe,Spiritual reminder
17,16,"Punishment, Nations, Lessons from history, Disbelief, Power, Justice",History & Stories (Qasas al-Anbiya),Fear,Historical story
17,17,"Lessons from history, Nations, Punishment, Accountability, Divine Attributes, Knowledge, Power",History & Stories (Qasas al-Anbiya),Awe,Spiritual reminder
17,18,"Hell, Punishment, Reward, Disbelief, Misguidance, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
17,19,"Heaven, Reward, Faith, Hope, Accountability",Eschatology (Akhirah),Hope,Spiritual reminder
17,20,"Mercy, Reward, Tawheed, Power, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
17,21,"Reward, Heaven, Eschatology, Mercy, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
17,22,"Tawheed, Disbelief, Punishment, Guidance",Faith (Aqeedah),Fear,Spiritual reminder
17,23,"Tawheed, Kindness, Family, Patience, Gratitude, Humility",Ethics & Morality (Akhlaq),"Gratitude, Patience, Love of Allah, Awe",Moral teaching context
17,24,"Kindness, Family, Dua, Mercy, Gratitude, Humility",Ethics & Morality (Akhlaq),Gratitude,Moral teaching context
17,25,"Forgiveness, Mercy, Knowledge, Guidance, Repentance",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
17,26,"Kindness, Family, Orphans, Neighbors, Society, Zakat",Ethics & Morality (Akhlaq),Compassion,Moral teaching context
17,27,"Gratitude, Misguidance, Punishment, Hypocrisy, Kindness",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,28,"Kindness, Mercy, Hope, Family, Patience",Ethics & Morality (Akhlaq),Hope,Moral teaching context
17,29,"Kindness, Zakat, Society, Orphans, Neighbors, Justice, Humility",Ethics & Morality (Akhlaq),Determination,Moral teaching context
17,30,"Tawheed, Mercy, Power, Knowledge, Guidance",Divine Attributes & Signs (Asma wa Sifat),"Awe, Gratitude, Hope",Spiritual reminder
17,31,"Family, Mercy, Justice, Fear, Guidance",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,32,"Marriage, Society, Guidance, Misguidance, Punishment, Mercy",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,33,"Justice, Punishment, Mercy, Law, Society",Law (Ahkam),Anger at Injustice,Law-giving context
17,34,"Orphans, Justice, Honesty, Accountability",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,35,"Justice, Honesty, Trade",Ethics & Morality (Akhlaq),Determination,Moral teaching context
17,36,"Knowledge, Accountability, Wisdom, Guidance, Fear",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,37,"Humility, Power, Guidance, Misguidance",Ethics & Morality (Akhlaq),Awe,Moral teaching context
17,38,"Justice, Ethics & Morality, Guidance, Misguidance, Accountability",Ethics & Morality (Akhlaq),Fear,Moral teaching context
17,39,"Tawheed, Revelation, Wisdom, Hell, Punishment, Disbelief, Guidance",Faith (Aqeedah),Fear,Spiritual reminder
17,40,"Tawheed, Disbelief, Prophethood, Divine Attributes & Signs",Faith (Aqeedah),Awe,Makki Revelation
17,41,"Revelation, Guidance, Misguidance, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Sadness,Spiritual reminder
17,42,"Tawheed, Disbelief, Power, Wisdom",Faith (Aqeedah),Awe,Makki Revelation
17,43,"Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,44,"Tawheed, Divine Attributes & Signs, Gratitude, Mercy, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),"Awe, Gratitude, Love of Allah",Spiritual reminder
17,45,"Revelation, Faith, Disbelief, Guidance, Misguidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,46,"Tawheed, Revelation, Misguidance, Disbelief, Guidance",Faith (Aqeedah),Sadness,Makki Revelation
17,47,"Prophethood, Disbelief, Hypocrisy, Knowledge, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
17,48,"Misguidance, Disbelief, Prophethood, Guidance",Faith (Aqeedah),Awe,Spiritual reminder
17,49,"Resurrection, Disbelief, Accountability, Heaven, Hell",Eschatology (Akhirah),Fear,Eschological context
17,50,"Tawheed, Power, Disbelief, Faith",Faith (Aqeedah),Awe,Makki Revelation
17,51,"Resurrection, Tawheed, Accountability, Disbelief, Prophethood",Eschatology (Akhirah),Awe,Eschological context
17,52,"Resurrection, Accountability, Gratitude, Heaven, Hell",Eschatology (Akhirah),Awe,Eschological context
17,53,"Kindness, Guidance, Misguidance, Hypocrisy, Society, Faith",Ethics & Morality (Akhlaq),Guidance,Moral teaching context
17,54,"Mercy, Punishment, Knowledge, Power, Prophethood, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,55,"Tawheed, Prophethood, Revelation, Prophets, Knowledge, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,56,"Tawheed, Disbelief, Power, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
17,57,"Tawheed, Dua, Mercy, Punishment, Hope, Fear, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)","Hope, Fear, Awe",Spiritual reminder
17,58,"Punishment, Nations, Lessons from history, Disbelief, Power, Accountability",Eschatology (Akhirah),Fear,Historical story
17,59,"Prophethood, Revelation, Lessons from history, Punishment, Fear, Disbelief, Guidance",History & Stories (Qasas al-Anbiya),Fear,Historical story
17,60,"Prophethood, Revelation, Fear, Misguidance, Power, Wisdom, Punishment, Guidance",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
17,61,"Tawheed, Prophethood, Disbelief, Humility, Power, Wisdom, Lessons from history, Prophets",Faith (Aqeedah),Awe,Historical story
17,62,"Prophets, Disbelief, Power, Misguidance, Punishment",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
17,63,"Hell, Punishment, Misguidance, Prophets, Disbelief",Eschatology (Akhirah),Fear,Historical story
17,64,"Misguidance, Disbelief, Hypocrisy, Power, Temptation, Deception",Ethics & Morality (Akhlaq),Fear,Spiritual reminder
17,65,"Tawheed, Power, Mercy, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Comfort,Spiritual reminder
17,66,"Tawheed, Mercy, Gratitude, Guidance",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
17,67,"Tawheed, Gratitude, Dua, Mercy, Faith, Disbelief",Faith (Aqeedah),Gratitude,Spiritual reminder
17,68,"Fear, Power, Mercy, Guidance, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
17,69,"Punishment, Disbelief, Mercy, Power, Fear, Lessons from history",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
17,70,"Tawheed, Mercy, Gratitude, Guidance, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
17,71,"Resurrection, Accountability, Reward, Justice, Prophethood",Eschatology (Akhirah),Awe,Eschological context
17,72,"Misguidance, Faith, Disbelief, Hell, Accountability, Punishment, Guidance",Eschatology (Akhirah),Fear,Spiritual reminder
17,73,"Prophethood, Revelation, Disbelief, Guidance, Misguidance, Faith",Faith (Aqeedah),Fear,Makki Revelation
17,74,"Prophethood, Guidance, Faith, Mercy, Patience",Faith (Aqeedah),Awe,Spiritual reminder
17,75,"Punishment, Fear, Prophethood, Accountability, Power",Eschatology (Akhirah),Fear,Spiritual reminder
17,76,"Prophethood, Patience, Disbelief, Guidance, Lessons from history",History & Stories (Qasas al-Anbiya),Patience,Makki Revelation
17,77,"Prophethood, Guidance, Lessons from history, Prophets",History & Stories (Qasas al-Anbiya),Determination,Spiritual reminder
17,78,"Prayer, Revelation, Guidance",Worship (‘Ibadah),Awe,Worship guidance
17,79,"Prayer, Dua, Hope, Guidance, Reward","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Worship guidance
17,80,"Dua, Guidance, Power, Mercy, Faith, Hope","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Worship guidance
17,81,"Tawheed, Prophethood, Guidance, Misguidance, Faith, Disbelief, Truth, Falsehood",Faith (Aqeedah),Determination,Spiritual reminder
17,82,"Revelation, Mercy, Guidance, Faith, Disbelief, Punishment, Reward",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
17,83,"Gratitude, Patience, Disbelief, Mercy, Guidance",Ethics & Morality (Akhlaq),Sadness,Spiritual reminder
17,84,"Tawheed, Guidance, Knowledge, Wisdom, Faith, Misguidance",Faith (Aqeedah),Awe,Spiritual reminder
17,85,"Tawheed, Knowledge, Revelation, Divine Attributes & Signs",Faith (Aqeedah),Awe,Makki Revelation
17,86,"Revelation, Power, Mercy, Guidance, Fear, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,87,"Mercy, Revelation, Gratitude, Hope, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
17,88,"Revelation, Prophethood, Power, Knowledge, Faith, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
17,89,"Revelation, Guidance, Disbelief, Hypocrisy, Prophethood",Faith (Aqeedah),Sadness,Makki Revelation
17,90,"Prophethood, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Determination,Makki Revelation
17,91,"Prophethood, Guidance, Misguidance, Disbelief",Faith (Aqeedah),Awe,Makki Revelation
17,92,"Prophethood, Disbelief, Power, Heaven, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
17,93,"Prophethood, Revelation, Disbelief, Tawheed, Guidance, Humility",Faith (Aqeedah),Awe,Makki Revelation
17,94,"Prophethood, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Sadness,Makki Revelation
17,95,"Prophethood, Revelation, Angels, Guidance, Disbelief",Faith (Aqeedah),Awe,Makki Revelation
17,96,"Tawheed, Divine Attributes, Knowledge, Power, Wisdom, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
17,97,"Guidance, Misguidance, Hell, Resurrection, Accountability, Punishment, Mercy, Faith, Disbelief",Eschatology (Akhirah),Fear,Eschological context
17,98,"Disbelief, Resurrection, Punishment, Revelation, Accountability",Eschatology (Akhirah),Fear,Eschatological context
17,99,"Tawheed, Power, Resurrection, Disbelief, Accountability",Eschatology (Akhirah),Awe,Makki Revelation
17,100,"Mercy, Power, Fear, Human Nature, Tawheed",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
17,101,"Prophethood, Revelation, Prophets, Lessons from history, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
17,102,"Tawheed, Prophethood, Revelation, Disbelief, Punishment, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
17,103,"Prophets, Nations, Lessons from history, Punishment, Power, Disbelief",History & Stories (Qasas al-Anbiya),Awe,Historical story
17,104,"Prophets, Nations, Lessons from history, Resurrection, Accountability, Reward, Punishment, Mercy, Guidance",Eschatology (Akhirah),Hope,Historical story
17,105,"Revelation, Prophethood, Guidance, Faith, Mercy",Faith (Aqeedah),Awe,Spiritual reminder
17,106,"Revelation, Guidance, Patience",Divine Attributes & Signs (Asma wa Sifat),Comfort,Makki Revelation
17,107,"Revelation, Faith, Knowledge, Prayer, Humility, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
17,108,"Gratitude, Faith, Heaven, Reward, Tawheed",Eschatology (Akhirah),Gratitude,Eschological context
17,109,"Revelation, Humility, Faith, Dua, Mercy","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Awe,Spiritual reminder
17,110,"Tawheed, Prayer, Dua, Humility, Divine Attributes",Worship (‘Ibadah),Awe,Worship guidance
17,111,"Tawheed, Gratitude, Divine Attributes, Power, Wisdom",Faith (Aqeedah),Gratitude,Spiritual reminder
18,1,"Tawheed, Revelation, Prophethood, Gratitude, Guidance",Faith (Aqeedah),Gratitude,Makki Revelation
18,2,"Revelation, Punishment, Reward, Heaven, Hell, Fear, Hope, Guidance, Faith",Eschatology (Akhirah),"Fear, Hope",Spiritual reminder
18,3,"Heaven, Reward, Eternity",Eschatology (Akhirah),Hope,Eschological context
18,4,"Tawheed, Disbelief, Prophethood, Guidance, Misguidance",Faith (Aqeedah),Fear,Makki Revelation
18,5,"Disbelief, Knowledge, Hypocrisy, Prophethood, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
18,6,"Prophethood, Disbelief, Patience, Guidance, Mercy",Faith (Aqeedah),Sadness,Makki Revelation
18,7,"Patience, Gratitude, Accountability, Reward, Punishment, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
18,8,"Power, Wisdom, Heaven, Hell, Resurrection, Accountability, Punishment, Reward",Eschatology (Akhirah),Awe,Eschological context
18,9,"Lessons from history, Prophets, Guidance, Faith, Divine Attributes & Signs",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,10,"Dua, Mercy, Guidance, Faith, Hope, Patience","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Historical story
18,11,"Prophets, Nations, Lessons from history, Mercy, Power, Wisdom",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,12,"Lessons from history, Knowledge, Accountability, Resurrection",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,13,"Faith, Guidance, Youth, Lessons from history, Prophets",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,14,"Tawheed, Faith, Guidance, Dua, Prophets, Lessons from history",Faith (Aqeedah),Determination,Historical story
18,15,"Tawheed, Disbelief, Prophethood, Justice, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
18,16,"Tawheed, Guidance, Mercy, Patience, Hope, Lessons from history, Prophets, Faith",History & Stories (Qasas al-Anbiya),Hope,Historical story
18,17,"Guidance, Misguidance, Tawheed, Divine Attributes & Signs, Lessons from history, Prophets",Divine Attributes & Signs (Asma wa Sifat),Awe,Historical story
18,18,"Prophets, Lessons from history, Fear, Awe, Divine Power, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,19,"Lessons from history, Prophets, Knowledge, Wisdom, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,20,"Fear, Disbelief, Guidance, Lessons from history, Prophets, Punishment, Misguidance",History & Stories (Qasas al-Anbiya),Fear,Historical story
18,21,"Lessons from history, Faith, Resurrection, Accountability, Guidance, Knowledge, Power",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,22,"Prophethood, Knowledge, Guidance, Misguidance, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
18,23,"Patience, Humility, Guidance, Faith",Ethics & Morality (Akhlaq),Humility,Spiritual reminder
18,24,"Dua, Guidance, Hope, Tawheed, Prayer","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
18,25,"Prophets, Lessons from history, Patience, Faith, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
